time,id,x,y,0,1,2,3,4,5,6,7,8
15,5,385724.0,6671946.0,-2.65,-9.18,-5.63,-21.61,7.61,2.81,-21.95,-16.18,-14.42
15,50,385344.0,6672015.0,-12.96,-14.02,-11.66,-12.35,-4.54,-7.27,-1.35,2.17,5.87
15,51,385528.0,6671770.0,-24.71,-10.39,4.27,3.21,-2.12,-2.29,-13.57,-8.62,-5.13
15,52,385301.0,6671358.0,-52.36,-21.8,-27.29,-23.99,-22.43,-13.2,14.59,-16.15,-1.24
15,53,385373.0,6671401.0,-54.1,-27.15,-30.83,-21.78,-24.32,-14.59,-8.85,-18.06,21.03
15,54,386219.0,6671863.0,-38.8,-9.14,-23.08,-33.93,-17.42,22.27,-36.88,-31.17,-33.34
15,55,385600.0,6672110.0,4.75,-9.39,-6.48,-22.85,4.87,0.06,-22.95,-17.77,-17.0
15,56,385640.0,6671580.0,-34.25,-4.95,-8.81,-7.73,-2.36,8.27,-5.7,-2.54,-5.61
15,57,386103.0,6671474.0,-39.38,3.27,7.21,-9.53,-3.63,-4.26,-13.82,-14.0,-21.6
15,59,385422.0,6671929.0,-24.33,-16.94,2.49,2.08,-3.89,-12.28,-5.4,-1.72,0.4
15,6,385597.0,6672121.0,3.66,-9.64,-6.12,-22.46,5.56,0.57,-23.88,-18.08,-18.12
15,60,386118.0,6671685.0,-49.84,13.35,-17.13,-28.12,-18.33,0.42,-26.08,-33.14,-38.94
15,61,385810.0,6671176.0,-51.19,-19.53,23.19,-14.28,-16.41,-16.8,-22.05,-17.95,-26.6
15,62,385697.0,6671218.0,-68.61,-46.67,-22.3,17.77,-33.87,-34.47,-30.76,-3.86,-34.46
15,63,386120.0,6671531.0,-48.58,14.94,-13.63,-26.21,-24.34,-1.35,-32.02,-32.02,-39.68
15,64,385958.0,6671790.0,-38.46,-13.4,-22.52,-37.01,-8.41,20.94,-31.15,-30.23,-30.22
15,65,385871.0,6671267.0,-55.39,-25.87,15.66,-1.93,-20.35,-21.63,-24.45,-21.3,-28.51
15,66,385854.0,6671586.0,-50.59,-35.21,-9.58,-28.59,22.78,-20.64,-20.66,-27.6,-32.43
15,67,386014.0,6671619.0,-43.55,-11.39,6.46,-8.93,-14.98,6.73,-25.44,-32.78,-38.33
15,68,385600.0,6672123.0,3.24,-10.2,-5.68,-22.04,6.2,0.05,-23.89,-18.2,-18.07
15,69,385401.0,6671423.0,-44.9,-15.06,-19.17,-24.35,-28.8,-5.18,-1.04,-7.53,12.08
15,7,386113.0,6671751.0,-50.85,11.91,-33.54,-44.09,-31.44,2.08,-42.29,-45.35,-47.7
15,71,385655.0,6671287.0,-59.71,-48.97,-25.22,-2.12,-21.4,-34.65,-19.51,15.91,-26.94
15,72,385963.0,6671646.0,-28.47,-20.52,-9.5,-21.47,15.45,-5.04,-7.75,-15.54,-20.81
15,73,386127.0,6671864.0,-41.13,1.0,-23.12,-33.58,-18.13,12.88,-38.12,-32.06,-34.3
15,74,385953.0,6671400.0,-43.85,-33.88,19.28,-13.4,-6.19,-24.28,-37.05,-34.18,-42.29
15,75,385845.0,6671572.0,-49.26,-33.78,-4.33,-27.43,18.11,-19.36,-26.0,-32.62,-37.3
15,76,385588.0,6671834.0,-12.6,-2.66,-0.52,-16.76,-8.72,1.87,-5.61,-0.34,2.25
15,77,385536.0,6671753.0,-27.0,-10.11,4.75,2.57,-1.63,-1.91,-15.16,-9.43,-5.5
15,78,385853.0,6671265.0,-56.38,-25.66,14.32,-0.51,-21.41,-22.45,-24.51,-21.22,-28.46
15,79,385716.0,6671795.0,-25.01,-12.11,0.21,-18.52,-7.04,10.16,-13.48,-9.25,-4.64
15,8,385775.0,6671664.0,-38.86,-12.5,5.44,-19.19,-1.12,5.86,-21.24,-19.38,-18.04
15,80,386307.0,6671397.0,-43.25,-4.56,7.72,2.34,-18.76,-1.95,-18.59,-13.21,-22.88
15,81,385914.0,6671760.0,-27.63,-11.7,-12.39,-28.37,5.38,8.12,-21.39,-26.12,-25.93
15,82,385890.0,6671611.0,-46.86,-36.96,-17.88,-35.4,29.78,-22.1,-25.7,-33.02,-37.81
15,83,385680.0,6671821.0,-31.76,-26.76,15.46,-14.5,-2.93,-9.55,-30.71,-25.58,-21.45
15,84,385864.0,6671596.0,-50.87,-35.91,-12.75,-30.15,25.58,-21.28,-22.41,-29.28,-34.63
15,85,386014.0,6671656.0,-35.58,-11.45,2.96,-10.61,-1.12,7.68,-12.74,-20.26,-25.67
15,86,385521.0,6671502.0,-49.96,-19.94,-24.31,-14.86,-21.7,-11.26,-15.12,20.92,-14.24
15,87,386118.0,6671600.0,-48.98,14.69,-18.96,-30.46,-28.99,-0.81,-36.39,-36.14,-43.93
15,88,385689.0,6671232.0,-73.68,-47.99,-23.67,12.63,-36.08,-39.56,-24.79,1.33,-29.46
15,89,386047.0,6671679.0,-33.71,2.37,0.69,-11.88,0.94,3.5,-9.43,-16.85,-22.4
15,9,385700.0,6671492.0,-41.61,-25.97,-12.53,-10.33,12.09,-12.91,-1.31,-4.94,-14.19
15,90,386132.0,6671530.0,-45.39,10.61,-7.91,-20.52,-18.67,2.57,-25.91,-25.89,-33.56
15,91,386123.0,6671624.0,-48.96,14.17,-20.06,-31.26,-29.91,-0.27,-37.22,-36.88,-44.73
15,92,386215.0,6671884.0,-37.49,-8.85,-16.54,-27.44,-11.57,20.17,-31.06,-25.36,-27.53
15,93,385784.0,6671854.0,-17.44,-15.39,-11.75,-27.11,0.58,12.71,-29.6,-24.26,-20.17
15,94,385416.0,6671723.0,-20.65,-7.07,-16.36,-13.92,-19.69,-4.19,-4.05,3.89,6.35
15,95,386194.0,6671801.0,-39.01,-3.38,-24.82,-35.49,-18.48,17.16,-38.13,-32.28,-34.52
15,96,385591.0,6671890.0,-28.4,-18.47,10.61,-14.11,-1.86,-11.23,-12.9,-7.51,-6.85
15,97,386065.0,6671318.0,-51.38,-16.49,19.95,-7.25,-16.22,-23.14,-26.95,-22.35,-31.79
15,98,385349.0,6671902.0,-18.51,-19.45,-14.7,-13.02,-19.52,-12.77,-0.94,4.51,5.7
15,99,385941.0,6671774.0,-33.47,-12.38,-20.44,-36.21,-5.57,18.46,-29.08,-29.49,-27.37
16,0,386064.0,6671472.0,-39.81,-10.28,14.55,-9.08,-3.96,-10.62,-14.65,-14.82,-22.1
16,1,385348.0,6671555.0,-38.99,-27.05,-17.84,-25.6,-29.71,-7.21,-12.12,-9.03,17.71
16,10,385699.0,6671792.0,-31.06,-16.61,9.87,-15.8,-5.08,2.03,-19.43,-13.69,-10.09
16,11,386188.0,6671866.0,-39.62,-8.19,-23.82,-33.78,-17.3,21.48,-36.85,-31.16,-33.26
16,12,385408.0,6671719.0,-20.87,-8.8,-16.8,-14.03,-17.54,-4.66,-5.31,5.34,5.64
16,13,385670.0,6671260.0,-68.04,-49.52,-26.01,-1.6,-30.13,-40.48,-28.58,15.55,-32.93
16,14,385537.0,6671226.0,-41.77,-30.75,-8.99,-11.02,-3.5,-16.34,6.57,3.19,-2.43
16,15,385650.0,6671583.0,-33.76,-6.32,-8.99,-5.54,-2.13,8.93,-7.8,-3.72,-6.04
16,16,385571.0,6671407.0,-58.07,-42.12,-29.44,-19.34,-12.06,-28.87,-12.08,22.4,-24.43
16,17,385422.0,6671437.0,-41.76,-11.78,-15.63,-21.83,-24.72,-1.96,0.39,-3.3,8.78
16,19,386222.0,6671574.0,-37.32,7.79,-6.41,-17.89,-17.11,5.11,-24.61,-24.07,-31.71
16,2,386215.0,6671892.0,-34.59,-8.18,-16.59,-26.76,-10.86,19.3,-30.27,-24.72,-26.75
16,20,386019.0,6671316.0,-49.51,-29.35,23.87,-14.02,-14.55,-16.4,-31.45,-27.74,-35.91
16,21,385972.0,6671396.0,-55.35,-37.84,18.91,-5.22,-18.75,-24.61,-31.21,-27.9,-35.76
16,22,385734.0,6671927.0,-4.85,-15.95,-6.08,-21.86,7.81,3.79,-22.24,-15.67,-13.8
16,23,386210.0,6671870.0,-38.3,-9.01,-23.27,-33.34,-16.66,22.06,-36.1,-30.49,-32.55
16,24,385714.0,6671631.0,-33.14,-4.38,-5.79,-21.97,-9.83,12.06,-8.47,-6.38,-8.9
16,25,385326.0,6671665.0,-24.03,-12.12,-20.34,-16.58,-20.85,-7.33,-4.88,0.27,10.68
16,26,385927.0,6671465.0,-39.55,-33.46,12.93,-14.07,0.66,-19.15,-19.98,-19.66,-26.95
16,27,386115.0,6671691.0,-50.12,14.42,-21.73,-32.04,-21.59,-0.54,-29.83,-37.03,-42.81
16,28,385844.0,6671568.0,-47.97,-32.71,-3.22,-26.63,17.0,-17.9,-28.81,-35.47,-40.23
16,29,385587.0,6671545.0,-34.88,-5.08,-9.44,-19.23,-14.83,7.12,-3.91,1.97,-3.2
16,3,386022.0,6671402.0,-61.33,-31.42,25.27,-13.03,-25.81,-17.04,-34.74,-31.88,-39.8
16,30,386027.0,6671243.0,-44.97,-32.78,20.02,-10.12,-10.25,-13.4,-31.38,-25.41,-35.84
16,31,385891.0,6671745.0,-29.81,-15.14,-10.97,-27.19,12.55,0.82,-25.4,-28.25,-28.16
16,32,385405.0,6671667.0,-47.45,-35.93,-30.61,-13.03,-17.18,-21.73,-30.62,24.12,-18.07
16,33,385706.0,6671499.0,-42.48,-26.79,-13.02,-10.59,13.09,-13.27,-2.25,-5.94,-15.28
16,34,385853.0,6671554.0,-45.71,-30.53,-2.38,-26.11,16.1,-15.83,-31.75,-38.58,-43.16
16,35,385340.0,6671895.0,-19.22,-20.88,-15.19,-13.67,-13.59,-12.92,-1.86,4.9,5.69
16,36,385995.0,6671647.0,-29.71,-13.53,-5.17,-17.01,7.47,4.66,-8.54,-16.33,-21.67
16,37,385612.0,6671636.0,-29.35,-5.37,-0.62,-3.7,-0.61,7.86,-16.8,-13.51,-16.42
16,38,385491.0,6671772.0,-16.1,-5.15,-11.36,-14.86,-11.9,-0.47,-4.33,2.46,5.34
16,39,385709.0,6671790.0,-29.69,-16.77,9.93,-15.34,-4.95,1.91,-19.89,-13.66,-9.99
16,4,385626.0,6671192.0,-63.84,-38.12,-14.92,24.1,-29.36,-29.22,-19.0,-13.56,-23.14
16,40,385589.0,6671383.0,-76.27,-60.35,-48.02,-24.26,-31.06,-46.97,-31.89,36.76,-42.75
16,41,385884.0,6671744.0,-29.51,-15.72,-11.63,-27.93,10.93,2.63,-28.09,-27.53,-28.99
16,42,385285.0,6671977.0,-16.47,-18.03,-18.44,-15.34,-16.64,-10.11,-1.19,3.15,7.02
16,43,386133.0,6671624.0,-46.28,11.17,-9.62,-21.3,-20.26,2.15,-27.66,-27.14,-34.77
16,44,386219.0,6671702.0,-36.16,3.16,-17.17,-27.74,-19.08,10.55,-34.43,-32.86,-34.79
16,45,385785.0,6671666.0,-38.31,-12.25,6.17,-18.19,-3.41,5.99,-21.33,-17.59,-19.64
16,46,385602.0,6671369.0,-86.03,-70.12,-54.76,-30.47,-40.87,-56.61,-39.62,43.56,-50.46
16,47,385549.0,6671738.0,-29.95,-11.26,3.03,1.05,3.59,-2.94,-16.23,-9.34,-6.27
16,48,385872.0,6671598.0,-49.18,-34.51,-14.31,-32.01,26.58,-19.36,-23.84,-31.02,-35.81
16,49,386011.0,6671310.0,-46.66,-26.61,21.26,-11.41,-11.64,-14.48,-29.24,-25.47,-33.73
16,5,385727.0,6671942.0,-2.98,-11.31,-5.87,-21.76,7.87,2.86,-22.4,-15.56,-14.11
16,50,385350.0,6672018.0,-12.94,-14.77,-8.1,-8.65,-6.08,-6.73,-2.29,2.38,5.76
16,51,385524.0,6671776.0,-23.37,-11.83,2.15,1.39,3.77,-3.76,-13.36,-7.35,-5.17
16,52,385307.0,6671362.0,-52.44,-21.81,-27.32,-28.74,-18.19,-13.18,12.84,-16.12,0.63
16,53,385373.0,6671401.0,-54.75,-27.74,-31.48,-22.57,-24.31,-15.15,-9.92,-18.64,21.93
16,54,386214.0,6671866.0,-38.71,-8.68,-23.25,-33.33,-16.76,21.8,-36.18,-30.58,-32.64
16,55,385600.0,6672110.0,3.9,-10.43,-6.23,-22.64,5.58,0.31,-23.76,-17.59,-17.11
16,56,385644.0,6671582.0,-34.33,-5.12,-9.04,-5.92,-1.79,8.19,-6.73,-2.92,-5.84
16,57,386095.0,6671473.0,-38.54,-1.77,11.16,-8.71,-3.09,-9.19,-13.5,-13.56,-20.89
16,59,385426.0,6671923.0,-26.5,-18.85,1.61,1.33,3.87,-13.02,-9.13,-4.65,-2.87
16,6,385597.0,6672121.0,2.86,-10.75,-5.94,-22.32,6.2,0.74,-24.76,-17.97,-18.29
16,60,386118.0,6671692.0,-49.89,14.12,-21.18,-31.46,-21.09,-0.24,-29.27,-36.45,-42.25
16,61,385807.0,6671168.0,-50.91,-19.23,23.14,-14.38,-16.44,-15.76,-22.04,-19.34,-26.13
16,62,385693.0,6671225.0,-70.64,-45.91,-22.04,18.69,-36.19,-35.79,-29.63,-4.81,-33.47
16,63,386125.0,6671527.0,-48.41,15.23,-11.55,-24.63,-23.11,-1.9,-30.44,-30.29,-37.69
16,64,385964.0,6671795.0,-39.46,-14.15,-23.79,-36.73,-9.69,22.1,-32.3,-31.2,-31.46
16,65,385877.0,6671271.0,-55.44,-26.16,15.38,-1.62,-20.73,-21.03,-25.37,-22.03,-28.92
16,66,385859.0,6671589.0,-49.65,-34.62,-10.18,-28.62,23.21,-19.6,-20.95,-28.04,-32.82
16,67,386014.0,6671624.0,-42.75,-11.33,4.76,-9.18,-13.11,8.35,-24.45,-32.03,-37.46
16,68,385600.0,6672123.0,2.43,-11.34,-5.53,-21.92,6.82,0.19,-24.8,-18.12,-18.27
16,69,385408.0,6671428.0,-43.87,-13.81,-17.76,-24.12,-26.93,-4.12,-0.88,-6.02,11.25
16,7,386113.0,6671744.0,-50.83,13.25,-33.57,-43.49,-31.32,0.74,-41.51,-45.29,-47.5
16,71,385651.0,6671294.0,-54.22,-43.12,-22.62,-6.57,-16.24,-28.76,-14.93,19.28,-22.2
16,72,385969.0,6671646.0,-29.2,-20.32,-10.28,-21.63,15.25,-4.07,-8.3,-16.18,-21.45
16,73,386119.0,6671864.0,-41.83,5.06,-24.35,-34.01,-19.13,8.88,-39.13,-33.16,-35.02
16,74,385956.0,6671395.0,-46.83,-36.0,20.65,-9.77,-9.9,-26.8,-34.64,-31.26,-39.09
16,75,385844.0,6671574.0,-49.14,-33.53,-3.76,-26.92,17.5,-18.65,-23.07,-30.46,-35.37
16,76,385594.0,6671838.0,-11.59,-3.7,-0.07,-16.61,-9.47,2.42,-6.57,-0.24,2.0
16,77,385540.0,6671746.0,-28.56,-11.03,3.31,0.96,3.66,-2.75,-17.42,-10.63,-7.63
16,78,385859.0,6671262.0,-55.25,-25.36,14.58,-0.82,-20.62,-20.73,-24.41,-20.9,-27.81
16,79,385716.0,6671795.0,-25.02,-12.14,0.08,-18.64,-7.06,10.56,-14.14,-9.39,-5.66
16,8,385778.0,6671667.0,-37.82,-10.89,8.17,-17.39,-1.95,3.14,-19.85,-18.23,-17.06
16,80,386301.0,6671397.0,-41.21,-2.43,3.2,5.28,-17.1,-0.12,-17.18,-11.52,-20.91
16,81,385920.0,6671764.0,-27.72,-10.11,-13.6,-29.58,3.68,9.71,-22.15,-25.08,-24.76
16,82,385890.0,6671611.0,-48.64,-38.68,-19.57,-37.17,31.38,-23.38,-27.4,-34.76,-39.62
16,83,385684.0,6671815.0,-31.79,-25.89,16.0,-14.46,-4.06,-8.45,-25.58,-25.04,-21.71
16,84,385871.0,6671601.0,-49.89,-34.66,-14.45,-32.1,26.69,-19.55,-23.55,-30.54,-35.89
16,85,386014.0,6671664.0,-41.58,-11.19,1.64,-10.82,-5.24,10.31,-17.09,-24.72,-30.11
16,86,385528.0,6671506.0,-42.33,-12.39,-16.75,-15.61,-20.17,-3.17,-8.41,13.57,-6.68
16,87,386118.0,6671593.0,-48.94,15.44,-18.04,-30.05,-28.87,-1.61,-36.38,-35.98,-43.53
16,88,385684.0,6671237.0,-70.09,-46.48,-22.73,6.99,-32.19,-37.38,-21.91,6.96,-26.25
16,89,386039.0,6671678.0,-33.98,0.53,-0.33,-12.23,1.97,4.83,-9.5,-17.09,-22.59
16,9,385705.0,6671495.0,-42.17,-26.47,-13.03,-10.4,12.81,-12.96,-2.0,-5.71,-14.9
16,90,386130.0,6671530.0,-46.45,12.82,-9.22,-22.25,-20.76,0.4,-28.04,-27.87,-35.29
16,91,386118.0,6671620.0,-49.18,15.22,-19.64,-31.31,-30.25,-1.34,-37.67,-37.18,-44.78
16,92,386215.0,6671880.0,-38.02,-8.73,-19.75,-29.88,-13.38,20.98,-32.8,-27.22,-29.26
16,93,385784.0,6671854.0,-17.46,-15.49,-11.92,-27.32,0.79,12.55,-32.68,-24.5,-21.2
16,94,385421.0,6671726.0,-19.67,-7.73,-15.83,-14.78,-16.54,-3.58,-4.7,3.99,6.29
16,95,386202.0,6671801.0,-38.41,-3.43,-25.03,-34.98,-17.94,17.19,-37.49,-31.79,-33.9
16,96,385598.0,6671895.0,-27.28,-19.25,12.06,-13.59,-2.66,-10.71,-16.75,-10.39,-9.91
16,97,386056.0,6671318.0,-50.87,-16.3,19.87,-7.2,-16.05,-23.52,-26.77,-21.93,-31.11
16,98,385356.0,6671906.0,-18.12,-19.8,-13.96,-13.89,-12.36,-11.86,-1.84,4.74,5.64
16,99,385946.0,6671778.0,-35.18,-12.8,-21.39,-37.16,-6.49,19.31,-29.91,-30.34,-28.32
17,0,386056.0,6671472.0,-39.81,-10.84,14.26,-8.36,-4.18,-8.38,-15.2,-14.97,-21.97
17,1,385343.0,6671552.0,-38.62,-26.59,-17.47,-25.93,-28.75,-6.74,-11.94,-8.67,17.3
17,10,385699.0,6671787.0,-30.55,-16.9,10.39,-16.2,-5.96,1.73,-19.57,-13.69,-10.68
17,11,386180.0,6671865.0,-39.44,-7.02,-24.25,-33.41,-17.0,20.44,-36.58,-30.96,-32.93
17,12,385413.0,6671722.0,-19.73,-8.98,-16.19,-14.86,-17.35,-3.98,-5.28,5.08,5.71
17,13,385668.0,6671268.0,-67.92,-50.2,-27.91,-4.6,-30.33,-39.36,-28.0,18.53,-33.66
17,14,385543.0,6671231.0,-41.0,-29.9,-8.16,-10.85,-2.98,-16.05,5.92,3.7,-2.6
17,15,385650.0,6671583.0,-33.5,-5.98,-8.73,-5.13,-2.41,8.67,-7.88,-3.35,-5.56
17,16,385571.0,6671407.0,-58.81,-42.79,-30.22,-20.97,-9.26,-30.17,-12.66,21.22,-25.1
17,17,385428.0,6671440.0,-41.36,-11.7,-15.75,-22.31,-23.92,-2.07,-0.15,-2.74,8.95
17,19,386222.0,6671564.0,-37.54,9.03,-6.94,-17.66,-18.19,3.91,-26.09,-25.1,-32.51
17,2,386215.0,6671888.0,-35.83,-7.5,-16.99,-26.38,-10.44,18.9,-29.84,-24.38,-26.27
17,20,386015.0,6671316.0,-48.29,-28.86,22.43,-12.92,-13.73,-13.69,-29.73,-27.15,-34.95
17,21,385966.0,6671392.0,-49.62,-37.93,19.66,-6.66,-13.39,-24.79,-32.08,-29.73,-37.3
17,22,385734.0,6671927.0,-4.71,-17.07,-6.33,-22.05,8.04,3.59,-22.93,-15.9,-14.3
17,23,386203.0,6671869.0,-38.08,-8.11,-23.67,-32.94,-16.24,21.26,-35.69,-30.15,-32.08
17,24,385708.0,6671628.0,-32.99,-4.02,-5.55,-20.99,-10.95,11.61,-8.14,-5.51,-8.27
17,25,385331.0,6671668.0,-23.03,-12.37,-19.72,-16.63,-19.64,-6.77,-4.97,1.12,9.98
17,26,385932.0,6671466.0,-37.67,-29.71,11.2,-15.05,2.21,-13.57,-16.47,-15.79,-22.75
17,27,386115.0,6671686.0,-49.79,15.14,-18.21,-27.84,-16.26,-1.49,-25.5,-32.79,-38.57
17,28,385848.0,6671562.0,-46.25,-31.04,-2.13,-25.81,15.91,-16.84,-30.03,-36.75,-41.53
17,29,385592.0,6671548.0,-34.5,-4.74,-9.14,-19.57,-14.9,7.1,-4.29,1.86,-2.89
17,3,386021.0,6671409.0,-62.02,-30.71,23.28,-11.15,-26.86,-14.53,-32.19,-30.34,-38.01
17,30,386026.0,6671252.0,-44.84,-32.59,19.4,-9.58,-10.44,-11.53,-28.91,-23.89,-34.12
17,31,385891.0,6671745.0,-30.53,-15.82,-11.74,-28.0,10.96,2.61,-26.08,-29.08,-28.86
17,32,385401.0,6671673.0,-46.19,-35.92,-30.75,-13.7,-16.56,-21.78,-31.18,24.49,-19.12
17,33,385713.0,6671504.0,-45.09,-29.33,-15.47,-17.2,16.6,-16.36,-5.22,-8.93,-18.13
17,34,385857.0,6671548.0,-44.25,-28.69,-1.03,-25.1,14.74,-14.49,-31.32,-38.22,-42.81
17,35,385346.0,6671900.0,-19.17,-21.3,-14.47,-14.27,-13.36,-13.01,-2.12,5.15,5.52
17,36,386002.0,6671647.0,-34.04,-12.94,-4.88,-16.12,2.07,10.03,-12.81,-20.6,-25.95
17,37,385617.0,6671629.0,-30.03,-4.74,-1.27,-3.55,-1.11,8.24,-16.87,-13.07,-17.23
17,38,385498.0,6671777.0,-15.19,-5.65,-9.41,-12.84,-10.38,-0.02,-4.69,2.53,4.9
17,39,385709.0,6671790.0,-29.54,-16.63,10.08,-15.29,-6.55,2.21,-20.56,-13.63,-10.6
17,4,385632.0,6671197.0,-63.93,-37.86,-15.75,24.24,-29.71,-27.47,-18.45,-13.49,-23.44
17,40,385585.0,6671389.0,-74.32,-58.33,-46.95,-24.85,-28.57,-45.63,-30.01,36.35,-40.97
17,41,385884.0,6671744.0,-29.64,-15.94,-11.94,-28.28,11.23,2.34,-28.3,-27.91,-29.23
17,42,385291.0,6671982.0,-16.27,-18.3,-17.74,-15.89,-16.41,-10.05,-1.49,3.42,6.89
17,43,386128.0,6671624.0,-46.29,12.19,-14.09,-24.6,-24.52,1.53,-31.66,-30.68,-38.08
17,44,386219.0,6671693.0,-35.67,3.85,-17.3,-26.82,-18.54,9.85,-34.15,-32.38,-34.14
17,45,385783.0,6671669.0,-37.14,-11.12,8.65,-16.99,-3.64,3.29,-21.45,-18.51,-16.8
17,46,385599.0,6671375.0,-88.76,-73.42,-58.21,-34.86,-43.65,-60.57,-41.92,47.47,-52.87
17,47,385545.0,6671744.0,-28.73,-11.16,3.05,1.53,3.31,-2.82,-16.76,-9.47,-7.15
17,48,385872.0,6671598.0,-48.29,-33.56,-13.31,-31.11,25.7,-18.95,-22.9,-30.07,-34.95
17,49,386014.0,6671305.0,-45.94,-24.36,19.74,-9.85,-11.34,-11.52,-27.63,-24.46,-32.87
17,5,385728.0,6671941.0,-2.92,-12.65,-6.12,-21.94,8.1,2.7,-22.87,-15.53,-14.38
17,50,385356.0,6672020.0,-13.65,-15.97,-3.92,-4.39,-2.32,-7.76,-3.43,1.61,4.43
17,51,385520.0,6671781.0,-18.44,-9.95,1.41,0.77,2.34,-4.17,-10.18,-3.54,-1.52
17,52,385314.0,6671366.0,-50.49,-20.18,-25.62,-27.59,-16.63,-11.4,6.63,-14.27,6.87
17,53,385373.0,6671401.0,-54.55,-27.48,-31.28,-22.01,-23.35,-15.33,-9.94,-18.37,21.9
17,54,386208.0,6671866.0,-38.28,-7.9,-23.57,-32.86,-16.4,21.11,-35.83,-30.31,-32.23
17,55,385600.0,6672110.0,3.04,-11.17,-6.08,-22.51,6.25,0.46,-24.11,-17.49,-17.3
17,56,385646.0,6671586.0,-34.27,-4.66,-8.15,-5.37,-2.5,7.85,-6.26,-2.56,-5.35
17,57,386086.0,6671473.0,-37.82,-5.34,11.89,-7.69,-2.6,-7.38,-13.41,-13.07,-20.13
17,59,385430.0,6671917.0,-27.6,-19.26,2.2,2.04,3.73,-12.64,-10.81,-5.8,-4.44
17,6,385597.0,6672121.0,2.05,-11.54,-5.84,-22.25,6.8,0.82,-25.16,-17.93,-18.53
17,60,386118.0,6671699.0,-50.07,14.86,-26.05,-35.59,-24.26,-0.92,-33.29,-40.54,-46.23
17,61,385806.0,6671163.0,-50.57,-18.99,22.3,-14.05,-16.39,-13.59,-20.68,-18.97,-25.57
17,62,385689.0,6671231.0,-70.08,-44.33,-21.65,10.03,-33.84,-33.37,-21.67,3.9,-26.56
17,63,386132.0,6671527.0,-45.34,11.91,-7.72,-19.72,-18.58,1.08,-26.57,-25.96,-33.13
17,64,385971.0,6671796.0,-40.52,-14.17,-25.01,-36.6,-10.85,22.95,-33.43,-33.17,-31.62
17,65,385883.0,6671275.0,-55.46,-26.46,15.13,-1.37,-21.09,-19.33,-25.01,-22.74,-29.33
17,66,385863.0,6671592.0,-48.98,-33.83,-10.51,-28.46,23.44,-19.38,-20.86,-28.0,-32.88
17,67,386014.0,6671625.0,-43.5,-12.19,2.31,-10.19,-12.5,10.76,-25.05,-32.73,-38.15
17,68,385600.0,6672123.0,1.61,-12.15,-5.46,-21.88,7.43,0.24,-25.22,-18.1,-18.53
17,69,385415.0,6671432.0,-43.08,-13.2,-17.28,-24.16,-25.72,-3.83,-0.97,-5.03,10.92
17,7,386113.0,6671741.0,-50.95,14.33,-34.0,-43.24,-31.19,-0.35,-41.11,-45.24,-47.29
17,71,385646.0,6671301.0,-54.15,-42.98,-21.17,-8.58,-16.51,-29.24,-15.8,20.86,-22.67
17,72,385977.0,6671646.0,-30.35,-20.04,-11.22,-21.97,13.88,-1.52,-9.3,-17.23,-22.51
17,73,386112.0,6671864.0,-42.35,7.2,-25.31,-34.16,-19.14,6.75,-39.2,-33.3,-35.02
17,74,385959.0,6671391.0,-49.71,-38.08,20.22,-7.32,-13.39,-26.27,-32.94,-30.54,-38.11
17,75,385842.0,6671576.0,-49.07,-33.35,-3.11,-26.37,16.81,-19.01,-19.67,-27.02,-31.97
17,76,385600.0,6671842.0,-10.57,-4.42,0.29,-16.55,-10.26,2.85,-7.06,-0.26,1.64
17,77,385544.0,6671740.0,-28.7,-10.67,3.74,1.05,3.0,-2.28,-17.69,-10.4,-8.08
17,78,385865.0,6671263.0,-55.06,-25.38,14.31,-0.57,-20.76,-18.79,-23.61,-21.17,-27.78
17,79,385716.0,6671794.0,-24.83,-12.15,-0.12,-18.82,-6.78,10.8,-14.37,-9.41,-6.33
17,8,385781.0,6671666.0,-37.12,-11.78,8.73,-17.07,-3.2,3.09,-22.34,-18.12,-17.13
17,80,386294.0,6671397.0,-41.19,-1.99,3.05,5.45,-17.35,-0.53,-16.39,-11.73,-20.91
17,81,385927.0,6671769.0,-29.23,-9.65,-15.08,-31.04,1.72,11.57,-23.52,-25.13,-24.81
17,82,385890.0,6671611.0,-47.5,-37.47,-18.32,-36.01,30.28,-22.72,-26.2,-33.56,-38.51
17,83,385688.0,6671809.0,-31.76,-24.52,16.18,-14.46,-5.19,-6.91,-25.33,-24.2,-21.48
17,84,385877.0,6671605.0,-47.64,-35.33,-15.73,-33.44,27.89,-20.66,-24.4,-31.46,-36.84
17,85,386013.0,6671668.0,-45.88,-12.16,-1.0,-12.27,-8.16,13.23,-20.98,-28.68,-34.08
17,86,385536.0,6671511.0,-38.9,-8.96,-13.39,-16.84,-20.5,0.37,-5.67,9.59,-3.37
17,87,386118.0,6671586.0,-49.0,16.2,-18.64,-29.63,-28.75,-2.38,-36.65,-35.83,-43.12
17,88,385680.0,6671244.0,-68.08,-46.72,-24.19,2.34,-30.5,-35.79,-21.91,11.59,-27.04
17,89,386031.0,6671678.0,-34.86,-3.12,-1.02,-12.46,2.86,6.32,-10.23,-17.91,-23.39
17,9,385710.0,6671499.0,-44.91,-29.15,-15.63,-12.81,16.1,-16.21,-5.03,-8.67,-17.82
17,90,386126.0,6671530.0,-48.41,15.91,-12.78,-24.68,-23.54,-2.5,-31.2,-30.59,-37.75
17,91,386117.0,6671614.0,-49.3,16.07,-20.41,-31.03,-30.26,-2.19,-38.08,-37.15,-44.51
