,time,id,x,y,speed,east,north,coor,sinr,site
119,2,38,1149.14,1146.27,1.77,385396,6671711,3853966671711,6.3603,7
120,2,39,1487.38,1246.36,1.79,385734,6671811,3857346671811,5.4982,8
121,2,4,1293.34,572.16,2.44,385540,6671137,3855406671137,6.1192,9
122,2,40,1400.86,733.99,2.51,385648,6671298,3856486671298,41.6848,9
123,2,41,1627.3,1179.09,0.0,385874,6671743,3858746671743,9.3907,6
124,2,42,1011.77,1400.17,2.48,385259,6671965,3852596671965,30.2298,5
125,2,43,1958.0,1061.86,1.76,386205,6671626,3862056671626,30.8659,12
126,2,44,1969.53,1226.62,1.36,386217,6671791,3862176671791,11.2723,12
127,2,45,1594.94,1012.66,1.71,385842,6671577,3858426671577,19.6391,2
128,2,46,1405.63,726.82,0.0,385653,6671291,3856536671291,44.7106,9
129,2,47,1364.58,1166.41,2.46,385612,6671731,3856126671731,11.3096,8
130,2,48,1566.4,1001.27,1.89,385813,6671566,3858136671566,38.8970,2
131,2,49,1718.68,816.38,1.75,385966,6671381,3859666671381,13.4603,6
132,2,5,1433.32,1446.28,1.92,385680,6672011,3856806672011,13.7503,10
133,2,50,1104.99,1458.16,2.39,385352,6672023,3853526672023,34.0610,5
134,2,51,1325.12,1132.34,0.0,385572,6671697,3855726671697,15.5659,8
135,2,52,1027.69,779.76,2.59,385275,6671344,3852756671344,14.0699,11
136,2,54,1970.72,1244.01,2.52,386218,6671808,3862186671808,15.3963,3
137,2,55,1378.05,1565.33,1.91,385625,6672130,3856256672130,7.9329,10
138,2,56,1338.92,983.59,2.34,385586,6671548,3855866671548,4.8503,2
139,2,57,1841.3,905.56,2.55,386088,6671470,3860886671470,8.5808,12
140,2,59,1100.26,1337.75,2.44,385347,6671902,3853476671902,6.8887,5
141,2,6,1349.72,1557.27,1.46,385597,6672122,3855976672122,11.2680,5
142,2,60,1869.16,1078.63,1.83,386116,6671643,3861166671643,11.5949,4
143,2,61,1606.69,694.45,2.6,385854,6671259,3858546671259,24.2132,6
144,2,62,1481.3,596.27,1.16,385728,6671161,3857286671161,19.5907,9
145,2,63,1871.43,1054.42,2.48,386118,6671619,3861186671619,11.8109,4
146,2,64,1658.32,1166.32,1.73,385905,6671731,3859056671731,11.9273,6
147,2,65,1573.83,751.31,1.4,385821,6671316,3858216671316,22.9808,6
148,2,67,1764.83,1014.38,1.68,386012,6671579,3860126671579,4.1738,3
149,2,68,1307.83,1618.32,2.03,385555,6672183,3855556672183,9.9796,10
150,2,69,1152.39,861.46,1.52,385399,6671426,3853996671426,6.7788,1
151,2,7,1833.2,1232.03,2.25,386080,6671796,3860806671796,25.9313,3
152,2,71,1455.27,645.76,1.67,385702,6671210,3857026671210,33.9542,9
153,2,73,1973.93,1305.49,1.73,386221,6671870,3862216671870,20.1611,3
154,2,74,1661.61,907.28,2.6,385909,6671472,3859096671472,5.6134,6
155,2,75,1626.97,962.64,1.55,385874,6671527,3858746671527,11.1888,2
156,2,76,1265.36,1221.16,2.27,385512,6671786,3855126671786,8.6082,7
157,2,77,1316.29,1152.21,1.96,385563,6671717,3855636671717,6.2329,2
158,2,78,1575.7,754.3,1.63,385823,6671319,3858236671319,16.0070,6
159,2,79,1536.13,1274.12,2.5,385783,6671838,3857836671838,3.5419,8
160,2,8,1493.48,1084.77,1.83,385741,6671649,3857416671649,12.0575,7
161,2,80,1990.81,827.65,1.72,386238,6671392,3862386671392,12.1200,12
162,2,81,1660.28,1095.25,2.6,385907,6671660,3859076671660,10.1638,6
163,2,82,1644.03,1046.95,1.51,385891,6671611,3858916671611,14.4625,2
164,2,85,1768.21,1009.02,2.11,386015,6671573,3860156671573,3.0681,3
165,2,86,1240.77,919.44,1.58,385488,6671484,3854886671484,3.4054,1
166,2,87,1869.17,1122.07,2.55,386116,6671686,3861166671686,9.8509,4
167,2,88,1483.09,594.39,2.6,385730,6671159,3857306671159,20.3900,9
168,2,9,1384.91,882.66,1.5,385632,6671447,3856326671447,21.6040,2
169,2,90,1892.0,962.39,2.48,386139,6671527,3861396671527,31.7340,12
170,2,91,1924.51,1060.84,1.43,386172,6671625,3861726671625,29.5259,12
171,2,93,1502.56,1339.86,2.22,385750,6671904,3857506671904,9.7873,10
172,2,94,1153.51,1109.89,1.82,385401,6671674,3854016671674,14.2061,8
173,2,95,1868.11,1226.16,2.6,386115,6671791,3861156671791,10.2213,3
174,2,96,1271.75,1317.2,2.47,385519,6671882,3855196671882,22.2847,7
175,2,97,1880.57,768.96,1.88,386128,6671333,3861286671333,6.1094,6
176,2,98,1038.86,1286.39,1.75,385286,6671851,3852866671851,4.4759,9
177,3,0,1871.13,951.23,4.97,386118,6671516,3861186671516,5.8365,12
178,3,1,1173.08,1042.42,3.85,385420,6671607,3854206671607,14.7326,1
179,3,10,1398.47,1314.24,3.69,385646,6671879,3856466671879,10.3054,7
180,3,11,2037.46,1307.01,2.7,386285,6671871,3862856671871,16.1041,3
181,3,12,1117.21,1129.33,3.49,385364,6671694,3853646671694,6.6244,8
182,3,13,1480.59,607.19,3.88,385728,6671172,3857286671172,28.6701,9
183,3,14,1226.66,684.73,4.51,385474,6671249,3854746671249,10.7210,11
184,3,15,1403.42,1018.42,3.15,385650,6671583,3856506671583,6.7454,5
185,3,16,1323.8,842.49,0.46,385571,6671407,3855716671407,11.7635,9
186,3,17,1109.65,829.8,3.04,385357,6671394,3853576671394,7.0728,11
187,3,18,1378.96,1517.55,4.52,385626,6672082,3856266672082,8.5582,10
188,3,19,1940.45,1061.33,3.05,386188,6671626,3861886671626,29.3085,12
189,3,2,1970.86,1322.61,4.11,386218,6671887,3862186671887,9.1548,3
190,3,20,1855.8,755.35,3.46,386103,6671320,3861036671320,16.2252,6
191,3,21,1769.16,900.64,3.8,386016,6671465,3860166671465,4.9613,12
192,3,22,1487.16,1362.46,0.0,385734,6671927,3857346671927,9.3533,10
193,3,23,1965.91,1341.99,3.06,386213,6671906,3862136671906,12.0711,12
194,3,24,1528.91,1109.03,3.01,385776,6671673,3857766671673,11.2876,7
195,3,25,1010.77,1055.35,3.76,385258,6671620,3852586671620,7.4686,1
196,3,26,1750.76,906.25,3.5,385998,6671471,3859986671471,4.7833,2
197,3,27,1865.2,1215.31,3.51,386112,6671780,3861126671780,10.8245,3
198,3,28,1610.36,1027.58,4.29,385857,6671592,3858576671592,26.4549,2
199,3,29,1264.09,930.82,4.56,385511,6671495,3855116671495,14.4746,9
200,3,3,1727.47,768.22,5.04,385975,6671333,3859756671333,29.8426,6
201,3,30,1778.62,596.84,4.66,386026,6671161,3860266671161,14.8485,6
202,3,31,1637.01,1179.88,4.23,385884,6671744,3858846671744,4.5687,3
203,3,32,1216.95,1070.37,3.71,385464,6671635,3854646671635,17.7963,8
204,3,34,1535.0,980.88,3.67,385782,6671545,3857826671545,43.3142,2
205,3,35,1043.35,1279.94,2.64,385290,6671844,3852906671844,4.2992,9
206,3,36,1667.63,1084.09,4.38,385915,6671648,3859156671648,23.3204,2
207,3,37,1329.4,1140.07,0.0,385576,6671704,3855766671704,14.1589,8
208,3,38,1152.58,1148.49,4.1,385400,6671713,3854006671713,6.5257,7
209,3,39,1484.13,1244.21,3.9,385731,6671809,3857316671809,5.6503,8
210,3,4,1296.61,572.7,3.69,385544,6671137,3855446671137,6.2568,9
211,3,40,1398.6,737.4,4.09,385646,6671302,3856466671302,40.9208,9
212,3,41,1627.3,1179.09,0.0,385874,6671743,3858746671743,9.3907,6
213,3,42,1008.04,1397.77,4.43,385255,6671962,3852556671962,28.5100,5
214,3,43,1954.71,1061.76,3.29,386202,6671626,3862026671626,30.5232,12
215,3,44,1969.57,1223.81,2.81,386217,6671788,3862176671788,14.9745,12
216,3,45,1593.2,1015.26,3.12,385840,6671580,3858406671580,24.0228,2
217,3,46,1405.28,727.35,0.64,385652,6671292,3856526671292,43.8558,9
218,3,47,1360.88,1164.02,4.41,385608,6671728,3856086671728,10.9684,8
219,3,48,1569.22,1003.1,3.36,385816,6671567,3858166671567,38.6118,2
220,3,49,1721.01,812.75,4.31,385968,6671377,3859686671377,13.8386,6
221,3,5,1435.72,1442.76,4.28,385683,6672007,3856836672007,14.0927,10
222,3,50,1101.5,1456.86,3.73,385349,6672021,3853496672021,36.9488,5
223,3,51,1327.38,1131.95,2.44,385574,6671696,3855746671696,14.9468,8
224,3,52,1023.61,777.08,4.88,385271,6671341,3852716671341,15.4525,11
225,3,54,1972.13,1246.82,3.44,386219,6671811,3862196671811,18.2552,3
226,3,55,1375.24,1563.33,3.45,385622,6672128,3856226672128,7.7059,10
